warm-start from previous mshoot best
warm-start from previous fourbar best
x0(P19): CLτ 38.1% CLdq 16.7% | JW02 418.1 | JW06 1235.9/299.3 | s2s 4926.8 | 0604 164.5
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
BEST r0 nev=699 J=0.8881 stiff=1.1 ref=1.57 fv_hip=0.287 fc_hip=0.0704 fv_knee=0.0847 fc_knee=0.0854 solref=0.00783 imp0=0.508 arm_knee=0.00882 M_c=0.497 I_th=0.892 I_ca=1.35 dz_th=0.0628 dz_ca=0.118 tm=0.000865 c_qs=0.0254 v0=14.3 o1_429=0.115 o2_429=-0.0966 pre30=0.0298 [6.7m]
BEST r0 nev=713 J=0.8874 stiff=1.06 ref=1.61 fv_hip=0.277 fc_hip=0.0502 fv_knee=0.087 fc_knee=0.0758 solref=0.00886 imp0=0.506 arm_knee=0.00923 M_c=0.553 I_th=0.862 I_ca=1.36 dz_th=0.0555 dz_ca=0.12 tm=0.00118 c_qs=0.0556 v0=16.9 o1_429=0.126 o2_429=-0.0734 pre30=0.0373 [6.8m]
BEST r0 nev=801 J=0.8866 stiff=1.05 ref=1.56 fv_hip=0.306 fc_hip=0.0711 fv_knee=0.0672 fc_knee=0.0815 solref=0.00983 imp0=0.584 arm_knee=0.00942 M_c=0.611 I_th=0.842 I_ca=1.42 dz_th=0.0617 dz_ca=0.117 tm=1.66e-06 c_qs=0.0392 v0=16.8 o1_429=0.0953 o2_429=-0.0658 pre30=0.0246 [7.7m]
BEST r0 nev=841 J=0.8850 stiff=1.06 ref=1.55 fv_hip=0.368 fc_hip=0.059 fv_knee=0.0624 fc_knee=0.0881 solref=0.00887 imp0=0.534 arm_knee=0.0104 M_c=0.609 I_th=0.807 I_ca=1.37 dz_th=0.0435 dz_ca=0.12 tm=0.000661 c_qs=0.0655 v0=15.4 o1_429=0.103 o2_429=-0.0811 pre30=0.0618 [8.1m]
BEST r0 nev=867 J=0.8840 stiff=1.01 ref=1.5 fv_hip=0.352 fc_hip=0.0533 fv_knee=0.0545 fc_knee=0.0725 solref=0.0107 imp0=0.544 arm_knee=0.0102 M_c=0.599 I_th=0.84 I_ca=1.34 dz_th=0.0403 dz_ca=0.12 tm=0.000357 c_qs=0.0738 v0=18.2 o1_429=0.0891 o2_429=-0.0531 pre30=0.0552 [8.3m]
BEST r0 nev=936 J=0.8840 stiff=1.05 ref=1.5 fv_hip=0.469 fc_hip=0.0909 fv_knee=0.0405 fc_knee=0.0779 solref=0.00871 imp0=0.501 arm_knee=0.0105 M_c=0.623 I_th=0.785 I_ca=1.45 dz_th=0.0435 dz_ca=0.11 tm=9.01e-05 c_qs=0.0815 v0=19.2 o1_429=0.0915 o2_429=-0.0767 pre30=0.0254 [8.9m]
BEST r0 nev=952 J=0.8833 stiff=1.09 ref=1.51 fv_hip=0.435 fc_hip=0.0803 fv_knee=0.0407 fc_knee=0.0748 solref=0.00795 imp0=0.483 arm_knee=0.0105 M_c=0.658 I_th=0.732 I_ca=1.43 dz_th=0.0246 dz_ca=0.11 tm=3.06e-06 c_qs=0.0921 v0=19.3 o1_429=0.105 o2_429=-0.0594 pre30=0.0278 [9.1m]
BEST r0 nev=967 J=0.8833 stiff=0.94 ref=1.54 fv_hip=0.463 fc_hip=0.106 fv_knee=0.045 fc_knee=0.0793 solref=0.00923 imp0=0.578 arm_knee=0.0106 M_c=0.66 I_th=0.759 I_ca=1.4 dz_th=0.0362 dz_ca=0.116 tm=4.85e-05 c_qs=0.0992 v0=19.4 o1_429=0.115 o2_429=-0.0796 pre30=0.169 [9.3m]
BEST r0 nev=992 J=0.8810 stiff=1.04 ref=1.51 fv_hip=0.396 fc_hip=0.0841 fv_knee=0.0445 fc_knee=0.0657 solref=0.0108 imp0=0.543 arm_knee=0.011 M_c=0.567 I_th=0.624 I_ca=1.37 dz_th=0.0201 dz_ca=0.119 tm=1.96e-05 c_qs=0.11 v0=19 o1_429=0.0925 o2_429=-0.0715 pre30=0.0156 [9.5m]
BEST r0 nev=1016 J=0.8791 stiff=1.05 ref=1.5 fv_hip=0.496 fc_hip=0.104 fv_knee=0.0336 fc_knee=0.0713 solref=0.00877 imp0=0.574 arm_knee=0.0116 M_c=0.564 I_th=0.628 I_ca=1.34 dz_th=0.0236 dz_ca=0.118 tm=0.000193 c_qs=0.108 v0=26.4 o1_429=0.102 o2_429=-0.0587 pre30=0.00243 [9.7m]
