t,q1_des,q2_des,dq1_des,dq2_des
4.960000,-0.300532,-0.562321,-0.369673,0.392795
4.970000,-0.304356,-0.558882,-0.395062,0.294945
4.980000,-0.308433,-0.556424,-0.420368,0.196804
4.990000,-0.312763,-0.554947,-0.445575,0.098469
5.000000,-0.317344,-0.554454,-0.470667,0.000037
5.010000,-0.322176,-0.554946,-0.495629,-0.098395
5.020000,-0.327256,-0.556422,-0.520443,-0.196730
5.030000,-0.332584,-0.558880,-0.545095,-0.294871
5.040000,-0.338158,-0.562318,-0.569567,-0.392721
5.050000,-0.343975,-0.566733,-0.593843,-0.490183
5.060000,-0.350034,-0.572121,-0.617907,-0.587162
5.070000,-0.356332,-0.578475,-0.641744,-0.683561
5.080000,-0.362868,-0.585790,-0.665335,-0.779285
5.090000,-0.369638,-0.594058,-0.688666,-0.874241
5.100000,-0.376640,-0.603271,-0.711721,-0.968334
5.110000,-0.383872,-0.613421,-0.734482,-1.061471
5.120000,-0.391329,-0.624497,-0.756934,-1.153561
5.130000,-0.399009,-0.636489,-0.779061,-1.244512
5.140000,-0.406909,-0.649384,-0.800847,-1.334235
5.150000,-0.415025,-0.663169,-0.822276,-1.422641
5.160000,-0.423353,-0.677832,-0.843332,-1.509643
5.170000,-0.431890,-0.693357,-0.864000,-1.595156
5.180000,-0.440632,-0.709730,-0.884264,-1.679094
5.190000,-0.449574,-0.726933,-0.904109,-1.761376
5.200000,-0.458713,-0.744951,-0.923520,-1.841919
5.210000,-0.468043,-0.763766,-0.942481,-1.920644
5.220000,-0.477561,-0.783358,-0.960979,-1.997474
5.230000,-0.487261,-0.803709,-0.978998,-2.072332
5.240000,-0.497139,-0.824798,-0.996524,-2.145146
5.250000,-0.507190,-0.846604,-1.013542,-2.215842
5.260000,-0.517408,-0.869107,-1.030040,-2.284352
5.270000,-0.527789,-0.892284,-1.046003,-2.350607
5.280000,-0.538326,-0.916112,-1.061418,-2.414543
5.290000,-0.549015,-0.940567,-1.076271,-2.476095
5.300000,-0.559850,-0.965625,-1.090551,-2.535205
5.310000,-0.570824,-0.991263,-1.104244,-2.591812
5.320000,-0.581933,-1.017453,-1.117338,-2.645861
5.330000,-0.593169,-1.044171,-1.129822,-2.697299
5.340000,-0.604527,-1.071390,-1.141683,-2.746076
5.350000,-0.616001,-1.099084,-1.152911,-2.792142
5.360000,-0.627583,-1.127224,-1.163495,-2.835453
5.370000,-0.639268,-1.155783,-1.173425,-2.875966
5.380000,-0.651049,-1.184734,-1.182690,-2.913640
5.390000,-0.662920,-1.214047,-1.191280,-2.948439
5.400000,-0.674873,-1.243693,-1.199187,-2.980328
5.410000,-0.686901,-1.273643,-1.206402,-3.009276
5.420000,-0.698998,-1.303868,-1.212915,-3.035255
5.430000,-0.711157,-1.334338,-1.218720,-3.058238
5.440000,-0.723370,-1.365023,-1.223808,-3.078202
5.450000,-0.735631,-1.395892,-1.228173,-3.095129
5.460000,-0.747931,-1.426916,-1.231808,-3.109002
5.470000,-0.760265,-1.458062,-1.234706,-3.119806
5.480000,-0.772623,-1.489301,-1.236863,-3.127532
5.490000,-0.784999,-1.520602,-1.238272,-3.132170
5.500000,-0.797386,-1.551934,-1.238929,-3.133718
5.510000,-0.809776,-1.583267,-1.238831,-3.132174
5.520000,-0.822160,-1.614568,-1.237972,-3.127538
5.530000,-0.834532,-1.645807,-1.236350,-3.119816
5.540000,-0.846885,-1.676954,-1.233963,-3.109014
5.550000,-0.859209,-1.707977,-1.230807,-3.095145
5.560000,-0.871498,-1.738846,-1.226883,-3.078221
5.570000,-0.883744,-1.769531,-1.222187,-3.058260
5.580000,-0.895939,-1.800002,-1.216721,-3.035280
5.590000,-0.908076,-1.830227,-1.210483,-3.009305
5.600000,-0.920146,-1.860178,-1.203474,-2.980360
5.610000,-0.932143,-1.889824,-1.195696,-2.948473
5.620000,-0.944058,-1.919138,-1.187150,-2.913677
5.630000,-0.955883,-1.948088,-1.177838,-2.876006
5.640000,-0.967612,-1.976648,-1.167763,-2.835496
5.650000,-0.979236,-2.004789,-1.156929,-2.792188
5.660000,-0.990748,-2.032483,-1.145338,-2.746124
5.670000,-1.002140,-2.059702,-1.132995,-2.697351
5.680000,-1.013406,-2.086421,-1.119906,-2.645915
5.690000,-1.024536,-2.112612,-1.106076,-2.591868
5.700000,-1.035525,-2.138250,-1.091511,-2.535264
5.710000,-1.046364,-2.163309,-1.076217,-2.476157
5.720000,-1.057047,-2.187765,-1.060202,-2.414607
5.730000,-1.067565,-2.211593,-1.043473,-2.350674
5.740000,-1.077914,-2.234770,-1.026039,-2.284421
5.750000,-1.088084,-2.257274,-1.007908,-2.215913
5.760000,-1.098069,-2.279081,-0.989090,-2.145219
5.770000,-1.107863,-2.300171,-0.969594,-2.072408
5.780000,-1.117459,-2.320523,-0.949432,-1.997551
5.790000,-1.126850,-2.340116,-0.928613,-1.920724
5.800000,-1.136029,-2.358931,-0.907150,-1.842000
5.810000,-1.144991,-2.376950,-0.885054,-1.761459
5.820000,-1.153728,-2.394154,-0.862337,-1.679180
5.830000,-1.162236,-2.410528,-0.839014,-1.595243
5.840000,-1.170507,-2.426054,-0.815096,-1.509732
5.850000,-1.178536,-2.440717,-0.790599,-1.422731
5.860000,-1.186317,-2.454504,-0.765536,-1.334326
5.870000,-1.193844,-2.467400,-0.739923,-1.244605
5.880000,-1.201113,-2.479392,-0.713774,-1.153655
5.890000,-1.208118,-2.490469,-0.687105,-1.061566
5.900000,-1.214854,-2.500620,-0.659934,-0.968430
5.910000,-1.221315,-2.509834,-0.632276,-0.874338
5.920000,-1.227498,-2.518104,-0.604148,-0.779384
5.930000,-1.233397,-2.525419,-0.575568,-0.683660
5.940000,-1.239008,-2.531775,-0.546554,-0.587261
5.950000,-1.244326,-2.537163,-0.517124,-0.490283
5.960000,-1.249349,-2.541579,-0.487297,-0.392822
5.970000,-1.254071,-2.545018,-0.457091,-0.294972
5.980000,-1.258489,-2.547477,-0.426526,-0.196831
5.990000,-1.262600,-2.548954,-0.395623,-0.098497
6.000000,-1.266401,-2.549447,-0.364399,-0.000065
6.010000,-1.269887,-2.548955,-0.332877,0.098368
6.020000,-1.273057,-2.547480,-0.301077,0.196703
6.030000,-1.275908,-2.545022,-0.269019,0.294843
6.040000,-1.278437,-2.541584,-0.236725,0.392693
6.050000,-1.280642,-2.537169,-0.204215,0.490156
6.060000,-1.282521,-2.531782,-0.171513,0.587134
6.070000,-1.284072,-2.525428,-0.138639,0.683533
6.080000,-1.285293,-2.518114,-0.105615,0.779258
6.090000,-1.286183,-2.509846,-0.072464,0.874214
6.100000,-1.286742,-2.500632,-0.039208,0.968306
6.110000,-1.286967,-2.490483,-0.005870,1.061444
6.120000,-1.286859,-2.479407,0.027527,1.153533
6.130000,-1.286417,-2.467416,0.060962,1.244484
6.140000,-1.285640,-2.454521,0.094410,1.334208
6.150000,-1.284528,-2.440736,0.127849,1.422614
6.160000,-1.283083,-2.426074,0.161256,1.509616
6.170000,-1.281304,-2.410549,0.194608,1.595129
6.180000,-1.279191,-2.394177,0.227881,1.679067
6.190000,-1.276746,-2.376973,0.261053,1.761349
6.200000,-1.273970,-2.358955,0.294099,1.841892
6.210000,-1.270865,-2.340141,0.326998,1.920617
6.220000,-1.267431,-2.320549,0.359725,1.997447
6.230000,-1.263671,-2.300199,0.392259,2.072306
6.240000,-1.259587,-2.279110,0.424575,2.145120
6.250000,-1.255180,-2.257304,0.456651,2.215816
6.260000,-1.250454,-2.234801,0.488464,2.284326
6.270000,-1.245412,-2.211625,0.519992,2.350582
6.280000,-1.240056,-2.187797,0.551212,2.414517
6.290000,-1.234389,-2.163342,0.582101,2.476070
6.300000,-1.228415,-2.138284,0.612637,2.535180
6.310000,-1.222137,-2.112647,0.642798,2.591787
6.320000,-1.215560,-2.086457,0.672563,2.645837
6.330000,-1.208687,-2.059739,0.701910,2.697275
6.340000,-1.201523,-2.032520,0.730818,2.746052
6.350000,-1.194073,-2.004827,0.759265,2.792119
6.360000,-1.186340,-1.976687,0.787230,2.835430
6.370000,-1.178330,-1.948128,0.814694,2.875943
6.380000,-1.170048,-1.919177,0.841636,2.913617
6.390000,-1.161499,-1.889865,0.868036,2.948417
6.400000,-1.152689,-1.860219,0.893875,2.980306
6.410000,-1.143623,-1.830268,0.919134,3.009255
6.420000,-1.134308,-1.800044,0.943793,3.035233
6.430000,-1.124749,-1.769574,0.967834,3.058217
6.440000,-1.114953,-1.738889,0.991240,3.078182
6.450000,-1.104927,-1.708020,1.013993,3.095109
6.460000,-1.094676,-1.676997,1.036076,3.108982
6.470000,-1.084207,-1.645851,1.057471,3.119786
6.480000,-1.073529,-1.614612,1.078164,3.127512
6.490000,-1.062647,-1.583311,1.098137,3.132152
6.500000,-1.051568,-1.551979,1.117377,3.133700
6.510000,-1.040302,-1.520647,1.135868,3.132156
6.520000,-1.028854,-1.489346,1.153595,3.127520
6.530000,-1.017232,-1.458107,1.170546,3.119798
6.540000,-1.005445,-1.426961,1.186707,3.108998
6.550000,-0.993501,-1.395937,1.202066,3.095129
6.560000,-0.981407,-1.365068,1.216610,3.078205
6.570000,-0.969171,-1.334383,1.230327,3.058244
6.580000,-0.956803,-1.303913,1.243208,3.035265
6.590000,-0.944310,-1.273688,1.255242,3.009290
6.600000,-0.931701,-1.243737,1.266419,2.980345
6.610000,-0.918984,-1.214091,1.276730,2.948459
6.620000,-0.906169,-1.184778,1.286166,2.913664
6.630000,-0.893264,-1.155827,1.294720,2.875993
6.640000,-0.880278,-1.127268,1.302384,2.835484
6.650000,-0.867219,-1.099127,1.309152,2.792176
6.660000,-0.854098,-1.071433,1.315018,2.746113
6.670000,-0.840922,-1.044214,1.319977,2.697340
6.680000,-0.827701,-1.017495,1.324024,2.645905
6.690000,-0.814445,-0.991304,1.327154,2.591859
6.700000,-0.801161,-0.965667,1.329365,2.535254
6.710000,-0.787860,-0.940608,1.330655,2.476148
6.720000,-0.774551,-0.916152,1.331020,2.414599
6.730000,-0.761243,-0.892324,1.330460,2.350666
6.740000,-0.747945,-0.869146,1.328975,2.284414
6.750000,-0.734667,-0.846643,1.326564,2.215907
6.760000,-0.721417,-0.824835,1.323227,2.145213
6.770000,-0.708205,-0.803746,1.318967,2.072402
6.780000,-0.695041,-0.783394,1.313786,1.997546
6.790000,-0.681933,-0.763801,1.307685,1.920719
6.800000,-0.668890,-0.744986,1.300670,1.841996
6.810000,-0.655922,-0.726967,1.292743,1.761455
6.820000,-0.643038,-0.709763,1.283910,1.679177
6.830000,-0.630247,-0.693389,1.274176,1.595240
6.840000,-0.617558,-0.677863,1.263547,1.509730
6.850000,-0.604979,-0.663200,1.252031,1.422730
6.860000,-0.592520,-0.649413,1.239634,1.334325
6.870000,-0.580189,-0.636518,1.226364,1.244604
6.880000,-0.567996,-0.624525,1.212231,1.153655
6.890000,-0.555948,-0.613448,1.197244,1.061567
6.900000,-0.544054,-0.603297,1.181413,0.968431
6.910000,-0.532322,-0.594083,1.164748,0.874340
6.920000,-0.520761,-0.585814,1.147261,0.779386
6.930000,-0.509380,-0.578498,1.128964,0.683663
6.940000,-0.498185,-0.572143,1.109870,0.587265
6.950000,-0.487185,-0.566754,1.089991,0.490287
6.960000,-0.476387,-0.562338,1.069341,0.392826
6.970000,-0.465800,-0.558899,1.047934,0.294977
6.980000,-0.455431,-0.556440,1.025786,0.196837
6.990000,-0.445287,-0.554963,1.002912,0.098503
7.000000,-0.435375,-0.554470,0.979327,0.000071
7.010000,-0.425703,-0.554962,0.955048,-0.098360
7.020000,-0.416277,-0.556437,0.930093,-0.196695
7.030000,-0.407103,-0.558895,0.904479,-0.294835
7.040000,-0.398189,-0.562333,0.878223,-0.392685
7.050000,-0.389541,-0.566747,0.851344,-0.490147
7.060000,-0.381164,-0.572134,0.823862,-0.587125
7.070000,-0.373066,-0.578488,0.795796,-0.683523
7.080000,-0.365250,-0.585802,0.767165,-0.779247
7.090000,-0.357724,-0.594070,0.737990,-0.874203
7.100000,-0.350492,-0.603283,0.708291,-0.968295
7.110000,-0.343560,-0.613433,0.678090,-1.061432
7.120000,-0.336932,-0.624509,0.647409,-1.153521
7.130000,-0.330613,-0.636500,0.616268,-1.244472
7.140000,-0.324608,-0.649394,0.584691,-1.334194
7.150000,-0.318921,-0.663179,0.552699,-1.422600
7.160000,-0.313555,-0.677841,0.520316,-1.509602
7.170000,-0.308516,-0.693366,0.487565,-1.595114
7.180000,-0.303805,-0.709738,0.454468,-1.679052
7.190000,-0.299427,-0.726942,0.421051,-1.761333
7.200000,-0.295385,-0.744959,0.387336,-1.841876
7.210000,-0.291682,-0.763773,0.353347,-1.920601
7.220000,-0.288319,-0.783365,0.319110,-1.997431
7.230000,-0.285300,-0.803715,0.284649,-2.072289
7.240000,-0.282627,-0.824804,0.249988,-2.145102
7.250000,-0.280301,-0.846610,0.215152,-2.215799
7.260000,-0.278324,-0.869113,0.180166,-2.284308
7.270000,-0.276698,-0.892289,0.145055,-2.350563
7.280000,-0.275424,-0.916116,0.109845,-2.414499
7.290000,-0.274501,-0.940571,0.074560,-2.476051
7.300000,-0.273933,-0.965629,0.039227,-2.535161
7.310000,-0.273717,-0.991266,0.003869,-2.591768
7.320000,-0.273855,-1.017456,-0.031487,-2.645817
7.330000,-0.274347,-1.044173,-0.066816,-2.697255
7.340000,-0.275191,-1.071392,-0.102093,-2.746032
7.350000,-0.276388,-1.099085,-0.137293,-2.792098
7.360000,-0.277937,-1.127225,-0.172390,-2.835409
7.370000,-0.279836,-1.155784,-0.207359,-2.875922
7.380000,-0.282083,-1.184734,-0.242176,-2.913596
7.390000,-0.284679,-1.214046,-0.276815,-2.948395
7.400000,-0.287619,-1.243692,-0.311251,-2.980285
7.410000,-0.290903,-1.273642,-0.345460,-3.009233
7.420000,-0.294527,-1.303867,-0.379419,-3.035211
7.430000,-0.298490,-1.334336,-0.413101,-3.058194
7.440000,-0.302788,-1.365021,-0.446484,-3.078159
7.450000,-0.307419,-1.395889,-0.479543,-3.095087
7.460000,-0.312378,-1.426912,-0.512256,-3.108959
7.470000,-0.317663,-1.458058,-0.544598,-3.119764
7.480000,-0.323269,-1.489297,-0.576548,-3.127490
7.490000,-0.329192,-1.520598,-0.608081,-3.132129
7.500000,-0.335429,-1.551929,-0.639177,-3.133677
7.510000,-0.341974,-1.583261,-0.669812,-3.132133
7.520000,-0.348824,-1.614562,-0.699966,-3.127497
7.530000,-0.355972,-1.645801,-0.729617,-3.119775
7.540000,-0.363414,-1.676947,-0.758744,-3.108975
7.550000,-0.371145,-1.707970,-0.787327,-3.095106
7.560000,-0.379159,-1.738839,-0.815346,-3.078182
7.570000,-0.387450,-1.769523,-0.842780,-3.058221
7.580000,-0.396013,-1.799993,-0.869612,-3.035242
7.590000,-0.404840,-1.830218,-0.895822,-3.009267
7.600000,-0.413927,-1.860169,-0.921391,-2.980323
7.610000,-0.423266,-1.889815,-0.946303,-2.948437
7.620000,-0.432851,-1.919128,-0.970540,-2.913641
7.630000,-0.442674,-1.948078,-0.994086,-2.875971
7.640000,-0.452730,-1.976638,-1.016923,-2.835461
7.650000,-0.463010,-2.004778,-1.039037,-2.792154
7.660000,-0.473508,-2.032472,-1.060413,-2.746091
7.670000,-0.484216,-2.059691,-1.081035,-2.697318
7.680000,-0.495126,-2.086409,-1.100891,-2.645883
7.690000,-0.506231,-2.112600,-1.119966,-2.591837
7.700000,-0.517523,-2.138237,-1.138247,-2.535233
7.710000,-0.528994,-2.163296,-1.155724,-2.476127
7.720000,-0.540635,-2.187752,-1.172383,-2.414578
7.730000,-0.552439,-2.211580,-1.188215,-2.350646
7.740000,-0.564396,-2.234757,-1.203209,-2.284393
7.750000,-0.576500,-2.257260,-1.217355,-2.215887
7.760000,-0.588741,-2.279067,-1.230644,-2.145193
7.770000,-0.601110,-2.300157,-1.243068,-2.072383
7.780000,-0.613599,-2.320508,-1.254619,-1.997527
7.790000,-0.626199,-2.340101,-1.265290,-1.920700
7.800000,-0.638902,-2.358916,-1.275075,-1.841978
7.810000,-0.651698,-2.376934,-1.283967,-1.761438
7.820000,-0.664578,-2.394139,-1.291963,-1.679159
7.830000,-0.677534,-2.410512,-1.299056,-1.595223
7.840000,-0.690556,-2.426038,-1.305245,-1.509713
7.850000,-0.703636,-2.440701,-1.310525,-1.422713
7.860000,-0.716764,-2.454488,-1.314894,-1.334309
7.870000,-0.729931,-2.467383,-1.318351,-1.244589
7.880000,-0.743128,-2.479375,-1.320895,-1.153640
7.890000,-0.756346,-2.490452,-1.322525,-1.061552
7.900000,-0.769575,-2.500603,-1.323241,-0.968417
7.910000,-0.782807,-2.509817,-1.323045,-0.874326
7.920000,-0.796033,-2.518086,-1.321938,-0.779373
7.930000,-0.809243,-2.525402,-1.319923,-0.683650
7.940000,-0.822429,-2.531757,-1.317002,-0.587253
7.950000,-0.835580,-2.537145,-1.313180,-0.490276
7.960000,-0.848689,-2.541561,-1.308461,-0.392815
7.970000,-0.861746,-2.545000,-1.302849,-0.294966
7.980000,-0.874743,-2.547460,-1.296351,-0.196827
7.990000,-0.887671,-2.548936,-1.288973,-0.098493
8.000000,-0.900520,-2.549429,-1.280721,-0.000062
8.010000,-0.913282,-2.548937,-1.271603,0.098369
8.020000,-0.925949,-2.547462,-1.261628,0.196703
8.030000,-0.938512,-2.545004,-1.250803,0.294843
8.040000,-0.950962,-2.541566,-1.239140,0.392691
8.050000,-0.963292,-2.537152,-1.226647,0.490153
8.060000,-0.975492,-2.531765,-1.213335,0.587130
8.070000,-0.987556,-2.525411,-1.199216,0.683528
8.080000,-0.999474,-2.518096,-1.184301,0.779252
8.090000,-1.011239,-2.509828,-1.168603,0.874206
8.100000,-1.022844,-2.500615,-1.152133,0.968298
8.110000,-1.034279,-2.490466,-1.134907,1.061434
8.120000,-1.045539,-2.479390,-1.116937,1.153522
8.130000,-1.056616,-2.467399,-1.098238,1.244472
8.140000,-1.067502,-2.454505,-1.078826,1.334194
8.150000,-1.078190,-2.440719,-1.058715,1.422600
8.160000,-1.088674,-2.426057,-1.037921,1.509601
8.170000,-1.098946,-2.410532,-1.016461,1.595113
8.180000,-1.109001,-2.394160,-0.994351,1.679050
8.190000,-1.118831,-2.376957,-0.971609,1.761330
8.200000,-1.128431,-2.358939,-0.948252,1.841872
8.210000,-1.137794,-2.340126,-0.924299,1.920597
8.220000,-1.146915,-2.320534,-0.899768,1.997425
8.230000,-1.155788,-2.300184,-0.874678,2.072283
8.240000,-1.164407,-2.279095,-0.849047,2.145096
8.250000,-1.172767,-2.257289,-0.822895,2.215791
8.260000,-1.180863,-2.234786,-0.796243,2.284300
8.270000,-1.188690,-2.211610,-0.769110,2.350554
8.280000,-1.196244,-2.187783,-0.741517,2.414489
8.290000,-1.203519,-2.163328,-0.713484,2.476041
8.300000,-1.210512,-2.138270,-0.685033,2.535149
8.310000,-1.217218,-2.112634,-0.656184,2.591756
8.320000,-1.223634,-2.086444,-0.626959,2.645805
8.330000,-1.229756,-2.059726,-0.597379,2.697242
8.340000,-1.235581,-2.032508,-0.567467,2.746018
8.350000,-1.241105,-2.004815,-0.537244,2.792083
8.360000,-1.246325,-1.976675,-0.506732,2.835394
8.370000,-1.251238,-1.948117,-0.475954,2.875906
8.380000,-1.255843,-1.919167,-0.444932,2.913579
8.390000,-1.260136,-1.889855,-0.413688,2.948378
8.400000,-1.264116,-1.860209,-0.382245,2.980267
8.410000,-1.267781,-1.830259,-0.350626,3.009214
8.420000,-1.271128,-1.800034,-0.318853,3.035192
8.430000,-1.274157,-1.769565,-0.286948,3.058174
8.440000,-1.276867,-1.738881,-0.254935,3.078138
8.450000,-1.279256,-1.708013,-0.222836,3.095065
8.460000,-1.281323,-1.676990,-0.190673,3.108937
8.470000,-1.283069,-1.645844,-0.158470,3.119741
8.480000,-1.284492,-1.614605,-0.126248,3.127466
8.490000,-1.285594,-1.583305,-0.094031,3.132105
8.500000,-1.286373,-1.551974,-0.061839,3.133652
8.510000,-1.286831,-1.520642,-0.029697,3.132107
8.520000,-1.286967,-1.489342,0.002376,3.127471
8.530000,-1.286784,-1.458103,0.034355,3.119748
8.540000,-1.286281,-1.426957,0.066221,3.108947
8.550000,-1.285460,-1.395934,0.097951,3.095078
8.560000,-1.284322,-1.365066,0.129524,3.078154
8.570000,-1.282870,-1.334381,0.160918,3.058192
8.580000,-1.281104,-1.303912,0.192114,3.035212
8.590000,-1.279028,-1.273687,0.223090,3.009237
8.600000,-1.276643,-1.243737,0.253827,2.980292
8.610000,-1.273953,-1.214091,0.284303,2.948405
8.620000,-1.270958,-1.184779,0.314499,2.913609
8.630000,-1.267664,-1.155829,0.344396,2.875938
8.640000,-1.264071,-1.127269,0.373975,2.835428
8.650000,-1.260185,-1.099129,0.403217,2.792120
8.660000,-1.256008,-1.071436,0.432103,2.746057
8.670000,-1.251544,-1.044217,0.460615,2.697283
8.680000,-1.246797,-1.017499,0.488736,2.645848
8.690000,-1.241771,-0.991309,0.516448,2.591801
8.700000,-1.236470,-0.965672,0.543735,2.535197
8.710000,-1.230898,-0.940613,0.570579,2.476091
8.720000,-1.225060,-0.916158,0.596966,2.414541
8.730000,-1.218960,-0.892331,0.622879,2.350608
8.740000,-1.212604,-0.869154,0.648303,2.284355
8.750000,-1.205996,-0.846651,0.673224,2.215848
8.760000,-1.199141,-0.824844,0.697626,2.145154
8.770000,-1.192045,-0.803755,0.721498,2.072344
8.780000,-1.184713,-0.783404,0.744824,1.997488
8.790000,-1.177150,-0.763812,0.767593,1.920660
8.800000,-1.169363,-0.744997,0.789792,1.841938
8.810000,-1.161356,-0.726979,0.811410,1.761397
8.820000,-1.153137,-0.709775,0.832435,1.679118
8.830000,-1.144710,-0.693402,0.852856,1.595182
8.840000,-1.136082,-0.677877,0.872664,1.509672
8.850000,-1.127259,-0.663214,0.891848,1.422672
8.860000,-1.118247,-0.649428,0.910400,1.334267
8.870000,-1.109053,-0.636533,0.928311,1.244547
8.880000,-1.099683,-0.624541,0.945573,1.153597
8.890000,-1.090143,-0.613465,0.962179,1.061510
8.900000,-1.080441,-0.603314,0.978122,0.968374
8.910000,-1.070583,-0.594100,0.993395,0.874283
8.920000,-1.060576,-0.585832,1.007993,0.779330
8.930000,-1.050426,-0.578516,1.021910,0.683607
8.940000,-1.040140,-0.572162,1.035142,0.587209
8.950000,-1.029725,-0.566774,1.047685,0.490232
8.960000,-1.019188,-0.562359,1.059535,0.392771
8.970000,-1.008537,-0.558920,1.070690,0.294923
8.980000,-0.997777,-0.556461,1.081147,0.196783
8.990000,-0.986916,-0.554985,1.090903,0.098449
9.000000,-0.975961,-0.554492,1.099959,0.000018
9.010000,-0.964919,-0.554984,1.108314,-0.098413
9.020000,-0.953797,-0.556460,1.115966,-0.196746
9.030000,-0.942602,-0.558919,1.122918,-0.294886
9.040000,-0.931341,-0.562357,1.129169,-0.392735
9.050000,-0.920021,-0.566772,1.134721,-0.490196
9.060000,-0.908649,-0.572159,1.139576,-0.587174
9.070000,-0.897232,-0.578514,1.143738,-0.683571
9.080000,-0.885777,-0.585829,1.147208,-0.779295
9.090000,-0.874290,-0.594097,1.149992,-0.874249
9.100000,-0.862779,-0.603311,1.152092,-0.968341
9.110000,-0.851250,-0.613461,1.153515,-1.061477
9.120000,-0.839711,-0.624537,1.154264,-1.153565
9.130000,-0.828167,-0.636528,1.154346,-1.244515
9.140000,-0.816626,-0.649423,1.153767,-1.334237
9.150000,-0.805094,-0.663209,1.152533,-1.422642
9.160000,-0.793578,-0.677871,1.150653,-1.509643
9.170000,-0.782083,-0.693396,1.148133,-1.595154
9.180000,-0.770617,-0.709769,1.144982,-1.679091
9.190000,-0.759186,-0.726973,1.141207,-1.761371
9.200000,-0.747795,-0.744991,1.136819,-1.841913
9.210000,-0.736451,-0.763805,1.131827,-1.920637
9.220000,-0.725161,-0.783397,1.126240,-1.997465
9.230000,-0.713929,-0.803748,1.120069,-2.072323
9.240000,-0.702761,-0.824837,1.113324,-2.145135
9.250000,-0.691664,-0.846643,1.106017,-2.215830
9.260000,-0.680643,-0.869146,1.098158,-2.284338
9.270000,-0.669703,-0.892323,1.089760,-2.350592
9.280000,-0.658849,-0.916150,1.080834,-2.414527
9.290000,-0.648088,-0.940605,1.071393,-2.476078
9.300000,-0.637423,-0.965663,1.061450,-2.535186
9.310000,-0.626860,-0.991300,1.051018,-2.591792
9.320000,-0.616404,-1.017491,1.040111,-2.645840
9.330000,-0.606060,-1.044209,1.028740,-2.697277
9.340000,-0.595831,-1.071427,1.016922,-2.746052
9.350000,-0.585723,-1.099121,1.004670,-2.792117
9.360000,-0.575739,-1.127261,0.991997,-2.835427
9.370000,-0.565884,-1.155820,0.978920,-2.875938
9.380000,-0.556162,-1.184770,0.965452,-2.913612
9.390000,-0.546576,-1.214082,0.951609,-2.948409
9.400000,-0.537131,-1.243728,0.937406,-2.980297
9.410000,-0.527829,-1.273679,0.922857,-3.009244
9.420000,-0.518675,-1.303903,0.907980,-3.035221
9.430000,-0.509671,-1.334373,0.892789,-3.058203
9.440000,-0.500820,-1.365057,0.877300,-3.078167
9.450000,-0.492126,-1.395926,0.861530,-3.095093
9.460000,-0.483590,-1.426949,0.845493,-3.108964
9.470000,-0.475217,-1.458095,0.829206,-3.119767
9.480000,-0.467007,-1.489334,0.812686,-3.127491
9.490000,-0.458964,-1.520635,0.795948,-3.132129
9.500000,-0.451089,-1.551966,0.779008,-3.133676
9.510000,-0.443384,-1.583298,0.761884,-3.132130
9.520000,-0.435852,-1.614599,0.744590,-3.127494
9.530000,-0.428493,-1.645838,0.727143,-3.119770
9.540000,-0.421309,-1.676984,0.709560,-3.108968
9.550000,-0.414302,-1.708007,0.691856,-3.095098
9.560000,-0.407472,-1.738876,0.674048,-3.078173
9.570000,-0.400821,-1.769560,0.656151,-3.058210
9.580000,-0.394350,-1.800030,0.638182,-3.035230
9.590000,-0.388058,-1.830255,0.620156,-3.009254
9.600000,-0.381947,-1.860205,0.602090,-2.980308
9.610000,-0.376016,-1.889851,0.583998,-2.948421
9.620000,-0.370267,-1.919164,0.565896,-2.913624
9.630000,-0.364698,-1.948114,0.547800,-2.875951
9.640000,-0.359311,-1.976673,0.529725,-2.835441
9.650000,-0.354104,-2.004813,0.511685,-2.792132
9.660000,-0.349077,-2.032507,0.493695,-2.746068
9.670000,-0.344229,-2.059726,0.475771,-2.697294
9.680000,-0.339561,-2.086444,0.457926,-2.645857
9.690000,-0.335071,-2.112634,0.440175,-2.591810
9.700000,-0.330757,-2.138271,0.422532,-2.535205
9.710000,-0.326620,-2.163330,0.405009,-2.476098
9.720000,-0.322657,-2.187785,0.387621,-2.414547
9.730000,-0.318867,-2.211613,0.370382,-2.350613
9.740000,-0.315248,-2.234790,0.353302,-2.284360
9.750000,-0.311800,-2.257293,0.336396,-2.215852
9.760000,-0.308520,-2.279099,0.319676,-2.145157
9.770000,-0.305406,-2.300189,0.303153,-2.072345
9.780000,-0.302456,-2.320540,0.286839,-1.997488
9.790000,-0.299668,-2.340132,0.270746,-1.920660
9.800000,-0.297040,-2.358946,0.254884,-1.841936
9.810000,-0.294570,-2.376965,0.239265,-1.761395
9.820000,-0.292254,-2.394169,0.223898,-1.679115
9.830000,-0.290091,-2.410541,0.208794,-1.595178
9.840000,-0.288077,-2.426067,0.193962,-1.509667
9.850000,-0.286211,-2.440730,0.179411,-1.422666
9.860000,-0.284488,-2.454516,0.165150,-1.334261
9.870000,-0.282907,-2.467411,0.151188,-1.244539
9.880000,-0.281463,-2.479402,0.137533,-1.153589
9.890000,-0.280155,-2.490479,0.124193,-1.061501
9.900000,-0.278979,-2.500629,0.111174,-0.968364
9.910000,-0.277931,-2.509843,0.098484,-0.874273
9.920000,-0.277008,-2.518111,0.086129,-0.779318
9.930000,-0.276207,-2.525426,0.074115,-0.683594
